smiles,bond_index,atom_type1,atom_type2,bde,bdfe
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],14,6,1,68.6683120727539,61.08486175537109
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],15,7,1,95.45980834960938,88.1694107055664
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],16,7,1,95.45980834960938,88.1694107055664
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],17,6,1,90.4792709350586,81.86419677734375
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],18,6,1,90.4792709350586,81.86419677734375
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],19,6,1,90.4792709350586,81.86419677734375
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],20,6,1,90.4792709350586,81.86419677734375
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],21,6,1,68.6683120727539,61.08486175537109
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],23,7,1,95.45980834960938,88.1694107055664
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],24,7,1,95.45980834960938,88.1694107055664
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],0,8,6,110.66686248779295,99.08053588867188
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],2,6,6,85.43848419189453,72.00038146972656
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],3,6,7,81.96334075927734,69.09188079833984
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],4,6,6,64.80850219726562,50.65691757202149
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],5,6,16,78.67143249511719,67.09828186035156
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],7,6,1,77.65235900878906,69.40123748779297
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],8,7,1,102.95539855957033,94.62396240234376
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],9,7,1,102.95539855957033,94.62396240234376
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],10,6,1,92.81987762451172,84.5191879272461
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],11,6,1,92.81987762451172,84.5191879272461
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])S[H],12,16,1,85.89280700683594,77.96109008789062
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,0,8,6,113.19572448730467,100.86956024169922
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,2,6,6,89.34347534179688,74.58446502685547
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,3,6,7,81.9288330078125,68.89044952392578
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,4,6,6,58.7486457824707,44.97608184814453
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,5,6,6,113.0325698852539,98.51953887939452
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,17,6,1,76.45381164550781,67.6103286743164
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,18,7,1,100.96369171142578,92.91588592529295
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,19,7,1,100.96369171142578,92.91588592529295
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,20,6,1,91.85790252685548,83.06964111328125
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,21,6,1,91.85790252685548,83.06964111328125
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,22,6,1,117.92902374267578,108.9179916381836
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,23,7,1,92.64354705810548,83.23279571533203
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,24,6,1,111.9557647705078,103.44046783447266
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,25,6,1,111.2529525756836,102.82864379882812
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,26,6,1,111.35962677001952,102.80291748046876
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,27,6,1,111.7110366821289,102.96858215332033
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],0,8,6,112.40380096435548,99.8799819946289
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],2,6,6,89.86305236816406,75.25213623046875
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],3,6,7,81.71610260009766,68.48131561279297
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],4,6,6,60.51194763183594,47.08200073242188
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],5,6,6,111.71166229248048,97.63475036621094
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],12,6,1,73.57103729248047,65.66065979003906
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],13,7,1,101.5416259765625,93.27356719970705
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],14,7,1,101.5416259765625,93.27356719970705
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],15,6,1,91.25110626220705,83.22840118408203
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],16,6,1,91.25110626220705,83.22840118408203
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],17,6,1,117.136474609375,108.58917999267578
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],18,7,1,96.1030044555664,87.32415008544922
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nc([H])n([H])c1[H],19,6,1,119.95901489257812,111.81331634521484
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],0,8,6,108.2252197265625,96.60814666748048
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],2,6,6,86.40108489990234,72.70507813
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],3,6,7,82.98304748535156,69.972900390625
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],4,6,6,65.9850845336914,51.925743103027344
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],5,6,8,96.4512710571289,84.00149536132812
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],6,6,6,83.0093994140625,69.97917938232422
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],8,6,1,75.06576538085938,66.8253173828125
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],9,7,1,99.06798553466795,90.95931243896484
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],10,7,1,99.06798553466795,90.95931243896484
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],11,6,1,90.30921173095705,81.57617188
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],13,6,1,100.13600158691406,90.89216613769533
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],14,6,1,100.13600158691406,90.89216613769533
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],15,6,1,100.13600158691406,90.89216613769533
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],0,8,6,109.1307144165039,97.4985809326172
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],2,6,6,85.89029693603516,72.50929260253906
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],9,6,1,73.10103607177734,65.11221313476562
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],10,7,1,93.36769104003906,84.95970153808594
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],11,6,1,89.77017974853516,81.36783599853516
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],12,6,1,89.77017974853516,81.36783599853516
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],13,6,1,95.92478942871094,87.42079162597656
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],14,6,1,95.92478942871094,87.42079162597656
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],15,6,1,94.4626922607422,86.20718383789062
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],16,6,1,94.4626922607422,86.20718383789062
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,8,6,96.30694580078124,84.06738281
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,6,6,95.0136489868164,80.21510314941406
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,6,7,86.8346939086914,69.33409881591797
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],3,7,6,80.0663833618164,64.54745483398438
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],4,7,6,80.0663833618164,64.54745483398438
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],5,7,6,80.0663833618164,64.54745483398438
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],6,8,1,108.8351593017578,100.1033706665039
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],7,6,1,90.06008911132812,80.79805755615234
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],8,6,1,90.06008911132812,80.79805755615234
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],9,6,1,101.85851287841795,92.7740707397461
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],10,6,1,101.85851287841795,92.7740707397461
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],11,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],12,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],13,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],14,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],15,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],16,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],17,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],18,6,1,105.43720245361328,96.33831787109376
[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],19,6,1,105.43720245361328,96.33831787109376
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,0,8,6,120.07447814941406,108.58478546142578
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,2,6,8,117.08941650390624,105.84758758544922
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,4,6,6,75.8125,61.01646423339844
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,5,6,8,98.86466979980467,86.84599304199219
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,6,6,6,86.59498596191406,72.63166046142578
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,7,6,8,98.81007385253906,86.74308013916016
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,12,8,1,81.80521392822266,73.63253021240234
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,13,8,1,78.02572631835938,69.65412902832031
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,14,6,1,82.73141479492188,73.56099700927734
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,15,6,1,95.65935516357422,86.4381103515625
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,16,8,1,105.6624755859375,96.90370178222656
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,17,6,1,96.24795532226562,87.5186767578125
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,18,6,1,96.24795532226562,87.5186767578125
[H]OC1=C(O[H])[C@@]([H])([C@@]([H])(O[H])C([H])([H])O[H])OC1=O,19,8,1,105.93795013427734,96.92566680908205
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,0,8,6,113.39025115966795,102.05304718017578
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,2,6,6,100.2194595336914,87.30595397949219
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,7,6,8,79.9207992553711,65.74223327636719
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,8,8,15,108.14364624023438,93.96759033203124
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,10,15,8,126.86412048339844,114.51348876953124
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,11,15,8,126.86412048339844,114.51348876953124
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,13,6,6,99.2976531982422,84.02847290039062
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,16,8,1,87.47601318359375,79.36671447753906
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,17,6,1,91.41676330566406,82.89142608642578
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,18,6,1,91.41676330566406,82.89142608642578
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,19,6,1,91.41676330566406,82.89142608642578
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,20,6,1,107.66925048828124,99.5906982421875
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,21,6,1,84.44012451171875,76.90122985839844
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,22,6,1,84.44012451171875,76.90122985839844
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,23,8,1,111.0985870361328,102.9309310913086
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,24,8,1,111.0985870361328,102.9309310913086
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])OP(=O)(O[H])O[H])c1C([H])=O,25,6,1,91.76628875732422,83.52709197998047
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],0,8,6,115.27842712402344,103.1794204711914
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],2,6,6,102.95539855957033,89.750732421875
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],7,6,8,85.52947998046875,73.27359771728516
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],9,6,6,103.80128479003906,88.54340362548828
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],10,6,8,87.27332305908203,75.59475708007812
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],12,8,1,87.47852325439453,78.73167419433594
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],13,6,1,90.31109619140624,82.41138458251953
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],14,6,1,90.31109619140624,82.41138458251953
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],15,6,1,90.31109619140624,82.41138458251953
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],16,6,1,107.9848861694336,99.15332794189452
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],17,6,1,88.7686767578125,80.1379165649414
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],18,6,1,88.7686767578125,80.1379165649414
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],19,8,1,103.98075103759766,95.53949737548828
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],20,6,1,82.6040267944336,74.16278076171875
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],21,6,1,82.6040267944336,74.16278076171875
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])O[H],22,8,1,103.92992401123048,95.69261169433594
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,2,6,6,102.14466094970705,88.96006774902344
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,6,6,6,98.76050567626952,84.8969497680664
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,7,6,8,82.6780776977539,71.37350463867188
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,9,6,6,103.62557983398438,88.55657958984375
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,12,8,1,90.32113647460938,81.3835220336914
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,13,6,1,88.68772888183594,80.77484130859375
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,14,6,1,88.68772888183594,80.77484130859375
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,15,6,1,88.68772888183594,80.77484130859375
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,16,6,1,107.40067291259766,98.59986114501952
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,17,6,1,80.59286499023438,72.01481628417969
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,18,6,1,80.59286499023438,72.01481628417969
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,19,8,1,103.2158203,94.66412353515624
[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])=O,20,6,1,91.87986755371094,82.84750366210938
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],3,6,6,102.14403533935548,87.65735626220703
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],4,6,6,69.99360656738281,55.32495880126953
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],5,6,7,86.4293212890625,71.51343536376953
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,6,6,82.7540054321289,67.54820251464844
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],7,6,6,82.7540054321289,67.54820251464844
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],11,6,1,111.23977661132812,102.75146484375
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],12,6,1,110.82498931884766,102.27079010009766
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],13,6,1,110.6210479736328,101.71607208251952
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],14,6,1,91.89053344726562,83.4210433959961
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],15,6,1,91.89053344726562,83.4210433959961
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],16,7,1,99.68859100341795,91.04841613769533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],17,7,1,99.68859100341795,91.04841613769533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],18,6,1,100.49996185302734,91.67781066894533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],19,6,1,100.49996185302734,91.67781066894533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],20,6,1,100.49996185302734,91.67781066894533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],21,6,1,100.49996185302734,91.67781066894533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],22,6,1,100.49996185302734,91.67781066894533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],23,6,1,100.49996185302734,91.67781066894533
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],24,6,1,110.6210479736328,101.71607208251952
[H]c1c([H])c([H])c(C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],25,6,1,110.82498931884766,102.27079010009766
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],3,6,6,102.19674682617188,88.21521759033203
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],4,6,6,71.15324401855469,57.37942123413086
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],5,6,7,87.17417907714844,72.7596664428711
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],6,6,6,83.02885437011719,68.99085235595703
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],10,6,1,111.5058364868164,102.89139556884766
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],11,6,1,111.06595611572266,102.46782684326172
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],12,6,1,110.87519073486328,101.9865264892578
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],13,6,1,89.88752746582031,81.62574005126953
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],14,6,1,89.88752746582031,81.62574005126953
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],15,6,1,90.7277603149414,81.04969024658203
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],16,7,1,99.41625213623048,90.71583557128906
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],17,7,1,99.41625213623048,90.71583557128906
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],18,6,1,100.51062774658205,91.6288604736328
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],19,6,1,100.51062774658205,91.6288604736328
